content_id,campaign_id,channel,content_text,tone,cta,compliance_risk,language,character_count,has_link,has_offer_amount,created_date,version,ab_variant
CNT97857,CMP16318,Push Notification,Flash Sale! Get 10% cashback on all online purchases this weekend!,Personalized,Check Eligibility,Low,Tamil,66,False,False,2024-09-02,5,B
CNT97858,CMP19698,Email,Exclusive offer for our valued customers! 22% off on all products this festive season.,Festive,Check Eligibility,Low,English,86,False,False,2023-05-11,3,C
CNT97859,CMP12066,Call Center,Critical illness cover: Protect against 40+ diseases. Premium starting ₹21/month.,Urgent,Book Appointment,Medium,Hindi,81,False,True,2024-10-02,5,Control
CNT97860,CMP17607,WhatsApp,Exclusive offer for our valued customers! 14% off on all products this festive season.,Informational,Download App,Low,English,86,False,False,2025-10-13,2,C
CNT97861,CMP14342,Call Center,Banking made easy! Download our app for seamless transactions & exclusive offers.,Urgent,Book Appointment,Medium,English,81,False,False,2023-09-25,4,A
CNT97862,CMP15553,Call Center,Your account review is pending. Visit nearest branch for premium benefits.,Urgent,Upgrade Today,Medium,Hindi,74,False,False,2025-10-04,5,C
CNT97863,CMP12288,Call Center,Congratulations! You're pre-approved for multiple products. Check eligibility now!,Informational,Know More,Low,Kannada,82,False,False,2025-03-03,4,Control
CNT97864,CMP11435,Email,Banking made easy! Download our app for seamless transactions & exclusive offers.,Informational,Limited Time Offer,Low,Kannada,81,False,False,2023-09-10,1,B
CNT97865,CMP16556,Email,Upgrade to our Premium Credit Card and get 2X reward points + airport lounge access!,Personalized,Check Eligibility,Low,English,84,False,False,2024-02-01,4,A
CNT97866,CMP12245,WhatsApp,Flash Sale! Get 11% cashback on all online purchases this weekend!,Festive,Activate Now,Low,Bengali,66,False,False,2024-08-30,2,B
CNT97867,CMP19028,Email,Refer & Earn: Get ₹13 for every successful savings account referral!,Educational,Know More,Low,Hindi,68,False,True,2025-06-20,2,B
CNT97868,CMP15360,Push Notification,Dream home within reach! Home loan at 15.9% p.a. + zero processing fee.,Personalized,Upgrade Today,Low,Hindi,71,False,False,2025-05-20,5,C
CNT97869,CMP11731,SMS,Congratulations! You're pre-approved for multiple products. Check eligibility now!,Festive,Know More,Low,English,82,False,False,2025-09-18,5,A
CNT97870,CMP15847,SMS,Credit Card bill payment due? Convert to easy EMI at 0% interest for 3 months.,Promotional,Check Eligibility,Low,Hindi,78,False,False,2023-04-26,3,B
CNT97871,CMP14956,SMS,Exclusive offer for our valued customers! 25% off on all products this festive season.,Reminder,Visit Branch,Low,Hindi,86,False,False,2023-01-12,3,Control
CNT97872,CMP18607,Push Notification,Refer & Earn: Get ₹36 for every successful savings account referral!,Promotional,Limited Time Offer,Low,Hindi,68,False,True,2024-02-07,4,C
CNT97873,CMP13029,Push Notification,Congratulations! You're pre-approved for multiple products. Check eligibility now!,Personalized,Know More,Low,Hindi,82,False,False,2023-12-08,3,B
CNT97874,CMP15445,Email,Congratulations! You're pre-approved for multiple products. Check eligibility now!,Urgent,Know More,Medium,English,82,False,False,2023-07-04,5,A
CNT97875,CMP19857,Push Notification,Start SIP with just ₹500/month! Build wealth systematically. Invest now.,Reminder,Enroll Now,Low,Hindi,72,False,True,2023-07-28,5,A
CNT97876,CMP13259,Call Center,Festive personal loan at lowest EMI ever! Approval in 2 mins. Check eligibility now.,Reminder,Check Eligibility,Low,English,84,False,False,2024-09-21,1,C
CNT97877,CMP19437,Email,Exclusive offer for our valued customers! 11% off on all products this festive season.,Festive,Call Us,Low,Hindi,86,False,False,2023-05-21,5,A
CNT97878,CMP15155,SMS,Exclusive offer for our valued customers! 24% off on all products this festive season.,Festive,Activate Now,Low,Hindi,86,False,False,2023-04-22,1,B
CNT97879,CMP10379,Push Notification,Congratulations! You're pre-approved for multiple products. Check eligibility now!,Personalized,Enroll Now,Low,Hindi,82,False,False,2024-05-22,4,Control
CNT97880,CMP13893,Push Notification,Banking made easy! Download our app for seamless transactions & exclusive offers.,Festive,Limited Time Offer,Low,Hindi,81,False,False,2023-10-04,5,C
CNT97881,CMP16224,WhatsApp,Exclusive offer for our valued customers! 19% off on all products this festive season.,Educational,Activate Now,Low,English,86,False,False,2025-09-18,2,Control
CNT97882,CMP17814,WhatsApp,Banking made easy! Download our app for seamless transactions & exclusive offers.,Reminder,Limited Time Offer,Low,Hindi,81,False,False,2024-12-27,5,B
CNT97883,CMP10515,SMS,Banking made easy! Download our app for seamless transactions & exclusive offers.,Informational,Call Us,Low,Hindi,81,False,False,2024-03-24,3,Control
CNT97884,CMP13660,Push Notification,Activate your new credit card and get ₹1479 cashback on first transaction!,Personalized,Claim Offer,Low,English,74,False,True,2025-05-23,1,B
CNT97885,CMP16853,Call Center,Exclusive offer for our valued customers! 14% off on all products this festive season.,Informational,Call Us,Low,Hindi,86,False,False,2023-02-11,2,A
CNT97886,CMP12396,Push Notification,Your account review is pending. Visit nearest branch for premium benefits.,Festive,Check Eligibility,Low,Hindi,74,False,False,2024-05-24,5,C
CNT97887,CMP13919,Call Center,Festive personal loan at lowest EMI ever! Approval in 2 mins. Check eligibility now.,Reminder,Check Eligibility,Low,Bengali,84,False,False,2026-04-29,2,C
CNT97888,CMP15269,WhatsApp,Exclusive: Your credit limit increased to ₹3L! Enjoy more shopping freedom.,Informational,Visit Branch,Low,Hindi,75,False,True,2025-07-11,5,B
CNT97889,CMP11797,Email,Banking made easy! Download our app for seamless transactions & exclusive offers.,Informational,Call Us,Low,Bengali,81,False,False,2023-03-04,5,Control
CNT97890,CMP12945,SMS,Secure your family's future! Life insurance at ₹32/day. Get covered now.,Promotional,Enroll Now,Low,English,72,False,True,2025-08-02,1,A
CNT97891,CMP19952,Call Center,Congratulations! You're pre-approved for multiple products. Check eligibility now!,Educational,Activate Now,Low,English,82,False,False,2023-05-29,2,C
CNT97892,CMP12547,Email,Exclusive offer for our valued customers! 12% off on all products this festive season.,Informational,Get Started,Low,Telugu,86,False,False,2024-05-17,2,A
CNT97893,CMP13988,Email,Term insurance with ₹1Cr cover at just ₹19/month. No medical tests required!,Informational,Get Started,Low,English,76,False,True,2023-11-11,4,B
CNT97894,CMP14141,WhatsApp,Exclusive: Your credit limit increased to ₹10L! Enjoy more shopping freedom.,Promotional,Limited Time Offer,Medium,Bengali,76,False,True,2025-11-08,4,B
CNT97895,CMP12672,Push Notification,Exclusive offer for our valued customers! 25% off on all products this festive season.,Urgent,Download App,Medium,Hindi,86,False,False,2024-09-25,1,Control
CNT97896,CMP10575,SMS,Senior Citizen FD: Extra 0.31% interest rate. Lock in high returns today!,Festive,Claim Offer,Low,English,73,False,False,2025-09-24,1,B
CNT97897,CMP14709,WhatsApp,Congratulations! You're pre-approved for multiple products. Check eligibility now!,Personalized,Check Eligibility,Low,English,82,False,False,2023-10-30,4,B
CNT97898,CMP11919,Call Center,Your account review is pending. Visit nearest branch for premium benefits.,Reminder,Call Us,Low,English,74,False,False,2025-03-27,1,B
CNT97899,CMP11103,Push Notification,Your account review is pending. Visit nearest branch for premium benefits.,Urgent,Know More,Low,Marathi,74,False,False,2024-02-26,2,B
CNT97900,CMP12268,WhatsApp,Exclusive offer for our valued customers! 6% off on all products this festive season.,Festive,Limited Time Offer,Low,Hindi,85,False,False,2025-11-30,1,B
CNT97901,CMP15251,Call Center,Exclusive offer for our valued customers! 9% off on all products this festive season.,Promotional,Visit Branch,Medium,Hindi,85,False,False,2024-01-24,1,B
CNT97902,CMP13640,SMS,Critical illness cover: Protect against 40+ diseases. Premium starting ₹49/month.,Reminder,Visit Branch,Low,Hindi,81,False,True,2025-08-09,3,B
CNT97903,CMP16065,SMS,Need funds urgently? Get personal loan disbursed in 24 hours. No documentation hassle!,Festive,Activate Now,Low,Hindi,86,False,False,2024-07-27,2,C
CNT97904,CMP11826,Email,Congratulations! You're pre-approved for multiple products. Check eligibility now!,Festive,Get Started,Low,Marathi,82,False,False,2023-02-06,4,Control
CNT97905,CMP14509,Push Notification,"Dear Customer, your pre-approved loan of ₹13L is ready. Interest starting 16.1% p.a. Apply today!",Reminder,Upgrade Today,Low,English,97,False,True,2023-04-26,2,B
CNT97906,CMP13264,Call Center,Your account review is pending. Visit nearest branch for premium benefits.,Promotional,Enroll Now,Medium,Telugu,74,False,False,2024-10-29,2,Control
CNT97907,CMP17447,WhatsApp,Exclusive offer for our valued customers! 25% off on all products this festive season.,Personalized,Visit Branch,Low,English,86,False,False,2024-04-26,3,Control
CNT97908,CMP18809,Push Notification,Pre-approved home loan up to ₹17Cr waiting for you. Check now!,Reminder,Upgrade Today,Low,Bengali,62,False,True,2025-11-16,3,Control
CNT97909,CMP19580,Push Notification,Banking made easy! Download our app for seamless transactions & exclusive offers.,Festive,Download App,Low,Hindi,81,False,False,2025-06-22,3,Control
CNT97910,CMP12486,Call Center,Refer & Earn: Get ₹50 for every successful savings account referral!,Educational,Book Appointment,Low,Hindi,68,False,True,2026-04-12,3,B
CNT97911,CMP14204,Email,Exclusive offer for our valued customers! 14% off on all products this festive season.,Reminder,Enroll Now,Low,Marathi,86,False,False,2024-11-20,3,B
CNT97912,CMP12480,Email,Upgrade to our Premium Credit Card and get 5X reward points + airport lounge access!,Urgent,Enroll Now,Low,Marathi,84,False,False,2025-08-03,3,C
CNT97913,CMP18814,WhatsApp,FD rates increased! Earn up to 15.7% p.a. on fixed deposits. Invest now!,Reminder,Activate Now,Low,Hindi,72,False,False,2023-05-11,4,A
CNT97914,CMP13500,WhatsApp,Flash Sale! Get 14% cashback on all online purchases this weekend!,Personalized,Enroll Now,Low,English,66,False,False,2025-07-17,4,B
CNT97915,CMP12220,Push Notification,Get instant personal loans up to ₹50L at just 13.0% p.a.! No collateral needed. Apply now: bit.ly/bank-offer,Reminder,Limited Time Offer,Low,Hindi,108,True,True,2023-07-05,3,A
CNT97916,CMP15091,Call Center,Banking made easy! Download our app for seamless transactions & exclusive offers.,Educational,Book Appointment,Low,English,81,False,False,2024-09-11,2,A
CNT97917,CMP15788,Email,Exclusive offer for our valued customers! 23% off on all products this festive season.,Personalized,Apply Now,Low,Bengali,86,False,False,2025-06-25,5,Control
CNT97918,CMP14114,SMS,Banking made easy! Download our app for seamless transactions & exclusive offers.,Festive,Check Eligibility,Low,Marathi,81,False,False,2026-04-24,1,C
CNT97919,CMP12365,Push Notification,Exclusive offer for our valued customers! 13% off on all products this festive season.,Promotional,Upgrade Today,Medium,Hindi,86,False,False,2025-02-17,4,Control
CNT97920,CMP18478,WhatsApp,Your account review is pending. Visit nearest branch for premium benefits.,Festive,Enroll Now,Low,English,74,False,False,2024-07-25,3,B
CNT97921,CMP17253,Email,Secure your family's future! Life insurance at ₹59/day. Get covered now.,Reminder,Call Us,Low,English,72,False,True,2025-12-22,1,B
CNT97922,CMP13338,Push Notification,Refer & Earn: Get ₹12 for every successful savings account referral!,Personalized,Download App,Low,Tamil,68,False,True,2026-02-01,5,A
CNT97923,CMP18896,Email,Credit Card bill payment due? Convert to easy EMI at 0% interest for 3 months.,Educational,Call Us,Low,Bengali,78,False,False,2024-09-10,3,B
CNT97924,CMP11062,Call Center,Your account review is pending. Visit nearest branch for premium benefits.,Festive,Download App,Low,Hindi,74,False,False,2025-08-06,5,B
CNT97925,CMP11424,SMS,Your account review is pending. Visit nearest branch for premium benefits.,Urgent,Claim Offer,Low,English,74,False,False,2026-03-12,1,Control
CNT97926,CMP19945,WhatsApp,Activate your new credit card and get ₹1762 cashback on first transaction!,Festive,Apply Now,Low,English,74,False,True,2025-11-28,2,C
CNT97927,CMP18390,Call Center,Your account review is pending. Visit nearest branch for premium benefits.,Festive,Upgrade Today,Low,Marathi,74,False,False,2024-10-10,2,B
CNT97928,CMP12694,Push Notification,Exclusive offer for our valued customers! 10% off on all products this festive season.,Educational,Claim Offer,Low,Hindi,86,False,False,2024-03-18,4,C
CNT97929,CMP18969,SMS,Banking made easy! Download our app for seamless transactions & exclusive offers.,Festive,Claim Offer,Low,Tamil,81,False,False,2023-11-01,5,B
CNT97930,CMP14171,Email,Your account review is pending. Visit nearest branch for premium benefits.,Urgent,Check Eligibility,Low,English,74,False,False,2023-03-18,1,A
CNT97931,CMP18075,SMS,Congratulations! You're pre-approved for multiple products. Check eligibility now!,Personalized,Get Started,Low,Hindi,82,False,False,2024-08-11,5,A
CNT97932,CMP19505,Email,Flash Sale! Get 16% cashback on all online purchases this weekend!,Festive,Download App,Low,Kannada,66,False,False,2026-04-18,1,C
CNT97933,CMP14788,Push Notification,Flash Sale! Get 8% cashback on all online purchases this weekend!,Festive,Claim Offer,Low,English,65,False,False,2023-01-01,1,Control
CNT97934,CMP10531,WhatsApp,Health insurance renewal due: Upgrade plan for better coverage at same premium!,Educational,Book Appointment,Low,Hindi,79,False,False,2023-04-18,3,C
CNT97935,CMP15800,Push Notification,Need funds urgently? Get personal loan disbursed in 24 hours. No documentation hassle!,Urgent,Upgrade Today,Low,Hindi,86,False,False,2025-04-13,5,Control
CNT97936,CMP12371,SMS,Open Zero Balance Savings Account online in 5 minutes! Earn up to 12.1% interest.,Promotional,Upgrade Today,Low,Hindi,81,False,False,2024-03-11,2,C
CNT97937,CMP16683,WhatsApp,Your account review is pending. Visit nearest branch for premium benefits.,Promotional,Get Started,Medium,English,74,False,False,2026-03-19,2,Control
CNT97938,CMP18772,Call Center,Home loan balance transfer: Save up to ₹15L on interest!,Urgent,Call Us,Low,English,56,False,True,2023-05-15,3,C
CNT97939,CMP13839,SMS,Pre-approved personal loan waiting for you! Up to ₹25L at attractive rates. Limited period offer.,Festive,Download App,Low,English,97,False,True,2024-08-14,5,C
CNT97940,CMP18476,SMS,Congratulations! You're pre-approved for multiple products. Check eligibility now!,Educational,Book Appointment,Low,Bengali,82,False,False,2025-01-01,3,A
CNT97941,CMP14758,SMS,Refer & Earn: Get ₹42 for every successful savings account referral!,Personalized,Visit Branch,Low,Hindi,68,False,True,2026-02-09,4,Control
CNT97942,CMP19870,SMS,Upgrade to our Premium Credit Card and get 2X reward points + airport lounge access!,Reminder,Check Eligibility,Low,English,84,False,False,2025-03-24,3,C
CNT97943,CMP10561,Call Center,Exclusive offer for our valued customers! 13% off on all products this festive season.,Promotional,Check Eligibility,Low,Bengali,86,False,False,2024-03-07,1,A
CNT97944,CMP17269,Call Center,Activate your new credit card and get ₹847 cashback on first transaction!,Promotional,Apply Now,Low,English,73,False,True,2024-11-30,3,B
CNT97945,CMP17858,WhatsApp,Banking made easy! Download our app for seamless transactions & exclusive offers.,Personalized,Apply Now,Low,Hindi,81,False,False,2025-09-27,3,C
CNT97946,CMP13608,Email,"Tax-saving FD under 80C: Save up to ₹46,800 in taxes. Start with ₹15000.",Educational,Check Eligibility,Low,English,72,False,True,2024-10-03,5,B
CNT97947,CMP13802,Email,Senior Citizen FD: Extra 0.52% interest rate. Lock in high returns today!,Reminder,Claim Offer,Low,Hindi,73,False,False,2024-04-09,2,C
CNT97948,CMP13382,SMS,Special home loan rates for women borrowers: 9.2% p.a. Apply today!,Personalized,Enroll Now,Low,Bengali,67,False,False,2024-07-10,4,Control
CNT97949,CMP18853,Push Notification,Your account review is pending. Visit nearest branch for premium benefits.,Personalized,Claim Offer,Low,English,74,False,False,2023-02-26,3,C
CNT97950,CMP12368,Call Center,Flash Sale! Get 25% cashback on all online purchases this weekend!,Promotional,Limited Time Offer,Low,Hindi,66,False,False,2023-03-09,4,C
CNT97951,CMP18409,SMS,Your account review is pending. Visit nearest branch for premium benefits.,Educational,Apply Now,Low,Bengali,74,False,False,2025-01-17,5,Control
CNT97952,CMP10224,SMS,Congratulations! You're pre-approved for multiple products. Check eligibility now!,Personalized,Call Us,Low,Kannada,82,False,False,2023-11-17,1,Control
CNT97953,CMP18510,Call Center,Term insurance with ₹1Cr cover at just ₹21/month. No medical tests required!,Festive,Enroll Now,Low,English,76,False,True,2025-07-11,3,Control
CNT97954,CMP19646,Call Center,Health insurance renewal due: Upgrade plan for better coverage at same premium!,Festive,Claim Offer,Low,Tamil,79,False,False,2025-04-14,4,B
CNT97955,CMP14202,SMS,Banking made easy! Download our app for seamless transactions & exclusive offers.,Reminder,Claim Offer,Low,Telugu,81,False,False,2024-03-11,2,C
CNT97956,CMP18899,SMS,Banking made easy! Download our app for seamless transactions & exclusive offers.,Educational,Check Eligibility,Low,Marathi,81,False,False,2023-02-07,2,B
CNT97957,CMP15156,SMS,FD rates increased! Earn up to 15.0% p.a. on fixed deposits. Invest now!,Reminder,Limited Time Offer,Low,English,72,False,False,2024-05-26,3,A
CNT97958,CMP13810,WhatsApp,Term insurance with ₹1Cr cover at just ₹31/month. No medical tests required!,Festive,Enroll Now,Low,English,76,False,True,2025-06-20,5,Control
CNT97959,CMP10235,Push Notification,Critical illness cover: Protect against 40+ diseases. Premium starting ₹21/month.,Educational,Activate Now,Low,English,81,False,True,2026-01-11,2,B
CNT97960,CMP19645,Push Notification,Your account review is pending. Visit nearest branch for premium benefits.,Personalized,Call Us,Low,Hindi,74,False,False,2023-08-30,2,Control
CNT97961,CMP11039,Push Notification,Credit Card bill payment due? Convert to easy EMI at 0% interest for 3 months.,Personalized,Apply Now,Low,English,78,False,False,2023-09-08,2,A
CNT97962,CMP14211,WhatsApp,Term insurance with ₹1Cr cover at just ₹52/month. No medical tests required!,Informational,Visit Branch,Low,English,76,False,True,2024-06-28,5,C
CNT97963,CMP12666,WhatsApp,Get instant personal loans up to ₹50L at just 9.6% p.a.! No collateral needed. Apply now: bit.ly/bank-offer,Festive,Limited Time Offer,Low,English,107,True,True,2024-09-07,5,C
CNT97964,CMP12583,SMS,FD rates increased! Earn up to 8.9% p.a. on fixed deposits. Invest now!,Festive,Visit Branch,Low,Marathi,71,False,False,2024-12-29,2,C
CNT97965,CMP15552,Email,Your account review is pending. Visit nearest branch for premium benefits.,Promotional,Call Us,Low,English,74,False,False,2024-11-09,3,A
CNT97966,CMP13439,Call Center,Congratulations! You're pre-approved for multiple products. Check eligibility now!,Personalized,Claim Offer,Low,English,82,False,False,2023-10-13,3,C
CNT97967,CMP17786,WhatsApp,FD rates increased! Earn up to 11.3% p.a. on fixed deposits. Invest now!,Personalized,Get Started,Low,English,72,False,False,2023-11-18,1,B
CNT97968,CMP17414,SMS,Pre-approved personal loan waiting for you! Up to ₹25L at attractive rates. Limited period offer.,Informational,Activate Now,Low,English,97,False,True,2025-05-24,4,A
CNT97969,CMP11428,WhatsApp,FD rates increased! Earn up to 10.4% p.a. on fixed deposits. Invest now!,Personalized,Get Started,Low,Hindi,72,False,False,2023-08-03,5,C
CNT97970,CMP18542,WhatsApp,Get instant personal loans up to ₹50L at just 10.8% p.a.! No collateral needed. Apply now: bit.ly/bank-offer,Urgent,Visit Branch,Low,English,108,True,True,2025-04-20,2,A
CNT97971,CMP11116,Call Center,"Tax-saving FD under 80C: Save up to ₹46,800 in taxes. Start with ₹15000.",Reminder,Enroll Now,Low,English,72,False,True,2026-01-16,1,A
CNT97972,CMP18613,Push Notification,Your account review is pending. Visit nearest branch for premium benefits.,Urgent,Apply Now,Low,Hindi,74,False,False,2024-02-27,3,Control
CNT97973,CMP14652,Email,Health insurance renewal due: Upgrade plan for better coverage at same premium!,Festive,Apply Now,Low,Kannada,79,False,False,2024-09-23,1,A
CNT97974,CMP13832,Email,Salary Account upgrade available! Enjoy premium benefits at no extra cost.,Urgent,Call Us,Medium,English,74,False,False,2025-08-28,5,B
CNT97975,CMP17453,WhatsApp,Your account review is pending. Visit nearest branch for premium benefits.,Informational,Get Started,Low,English,74,False,False,2025-09-13,5,Control
CNT97976,CMP10876,Call Center,Banking made easy! Download our app for seamless transactions & exclusive offers.,Festive,Know More,Low,English,81,False,False,2026-01-14,4,Control
CNT97977,CMP18684,WhatsApp,Exclusive offer for our valued customers! 22% off on all products this festive season.,Urgent,Claim Offer,Medium,English,86,False,False,2025-10-25,1,C
CNT97978,CMP15772,WhatsApp,Exclusive offer for our valued customers! 22% off on all products this festive season.,Festive,Visit Branch,Low,Hindi,86,False,False,2025-03-22,2,B
CNT97979,CMP19754,SMS,Exclusive offer for our valued customers! 15% off on all products this festive season.,Urgent,Call Us,Medium,English,86,False,False,2025-04-28,5,B
CNT97980,CMP11408,SMS,Congratulations! You're pre-approved for multiple products. Check eligibility now!,Informational,Upgrade Today,Low,English,82,False,False,2023-06-21,3,C
CNT97981,CMP12777,Push Notification,Festive personal loan at lowest EMI ever! Approval in 2 mins. Check eligibility now.,Urgent,Know More,Low,English,84,False,False,2025-05-30,2,A
CNT97982,CMP18971,Call Center,Banking made easy! Download our app for seamless transactions & exclusive offers.,Promotional,Check Eligibility,Medium,English,81,False,False,2025-05-06,3,C
CNT97983,CMP19874,SMS,Your account review is pending. Visit nearest branch for premium benefits.,Personalized,Call Us,Low,English,74,False,False,2026-03-06,4,Control
CNT97984,CMP17900,Call Center,Exclusive offer for our valued customers! 17% off on all products this festive season.,Personalized,Claim Offer,Low,Telugu,86,False,False,2026-01-18,1,Control
CNT97985,CMP10832,Email,Tax-saving ELSS funds: Save taxes + grow wealth. Invest before deadline!,Promotional,Book Appointment,Medium,English,72,False,False,2023-07-03,4,A
CNT97986,CMP19722,Email,Your account review is pending. Visit nearest branch for premium benefits.,Educational,Visit Branch,Low,Tamil,74,False,False,2025-12-15,3,Control
CNT97987,CMP19116,Email,Secure your family's future! Life insurance at ₹36/day. Get covered now.,Informational,Know More,Low,Hindi,72,False,True,2023-08-03,2,Control
CNT97988,CMP18810,Call Center,Your account review is pending. Visit nearest branch for premium benefits.,Informational,Book Appointment,Low,Telugu,74,False,False,2026-02-06,4,C
CNT97989,CMP16352,Call Center,Banking made easy! Download our app for seamless transactions & exclusive offers.,Promotional,Check Eligibility,Low,Hindi,81,False,False,2026-01-02,5,Control
CNT97990,CMP15881,WhatsApp,Exclusive offer for our valued customers! 7% off on all products this festive season.,Festive,Apply Now,Low,Bengali,85,False,False,2026-02-14,1,B
CNT97991,CMP19513,Email,Pre-approved home loan up to ₹37Cr waiting for you. Check now!,Informational,Limited Time Offer,Low,Hindi,62,False,True,2024-01-06,4,C
CNT97992,CMP11166,WhatsApp,Your account review is pending. Visit nearest branch for premium benefits.,Educational,Download App,Low,English,74,False,False,2023-02-06,4,Control
CNT97993,CMP17420,SMS,Banking made easy! Download our app for seamless transactions & exclusive offers.,Festive,Download App,Low,Hindi,81,False,False,2024-12-02,3,Control
CNT97994,CMP18053,WhatsApp,Secure your family's future! Life insurance at ₹36/day. Get covered now.,Festive,Know More,Low,English,72,False,True,2026-02-25,4,A
CNT97995,CMP16966,SMS,Senior Citizen FD: Extra 0.63% interest rate. Lock in high returns today!,Personalized,Know More,Low,English,73,False,False,2026-02-16,1,A
CNT97996,CMP14416,WhatsApp,Your account review is pending. Visit nearest branch for premium benefits.,Urgent,Upgrade Today,Low,English,74,False,False,2023-11-20,5,C
CNT97997,CMP18475,WhatsApp,Banking made easy! Download our app for seamless transactions & exclusive offers.,Festive,Enroll Now,Low,English,81,False,False,2024-07-13,1,B
CNT97998,CMP16049,WhatsApp,Health insurance renewal due: Upgrade plan for better coverage at same premium!,Urgent,Know More,Medium,Hindi,79,False,False,2023-07-08,3,C
CNT97999,CMP16856,WhatsApp,Exclusive offer for our valued customers! 12% off on all products this festive season.,Educational,Book Appointment,Low,Kannada,86,False,False,2024-02-09,4,C
CNT98000,CMP19881,Call Center,Home loan balance transfer: Save up to ₹7L on interest!,Informational,Book Appointment,Low,English,55,False,True,2025-12-17,2,Control
CNT98001,CMP16033,Call Center,FD rates increased! Earn up to 8.7% p.a. on fixed deposits. Invest now!,Urgent,Download App,Low,Kannada,71,False,False,2025-06-28,4,A
CNT98002,CMP14814,Call Center,Upgrade to our Premium Credit Card and get 5X reward points + airport lounge access!,Urgent,Download App,Low,Hindi,84,False,False,2023-08-11,3,B
CNT98003,CMP14899,Push Notification,"Dear Customer, your pre-approved loan of ₹36L is ready. Interest starting 9.6% p.a. Apply today!",Urgent,Get Started,Low,Hindi,96,False,True,2023-05-07,4,A
CNT98004,CMP16159,Call Center,Congratulations! You're pre-approved for multiple products. Check eligibility now!,Personalized,Claim Offer,Low,Bengali,82,False,False,2023-09-30,2,A
CNT98005,CMP17210,Call Center,Your account review is pending. Visit nearest branch for premium benefits.,Promotional,Enroll Now,Medium,Hindi,74,False,False,2024-03-17,1,B
CNT98006,CMP16511,Push Notification,Credit Card bill payment due? Convert to easy EMI at 0% interest for 3 months.,Promotional,Know More,Low,English,78,False,False,2023-10-28,2,A
CNT98007,CMP11601,WhatsApp,Get instant personal loans up to ₹50L at just 13.1% p.a.! No collateral needed. Apply now: bit.ly/bank-offer,Informational,Apply Now,Low,Bengali,108,True,True,2024-01-27,3,A
CNT98008,CMP14925,SMS,Your account review is pending. Visit nearest branch for premium benefits.,Urgent,Book Appointment,Low,English,74,False,False,2024-09-06,5,C
CNT98009,CMP12808,Push Notification,Banking made easy! Download our app for seamless transactions & exclusive offers.,Reminder,Enroll Now,Low,Hindi,81,False,False,2025-02-21,4,A
CNT98010,CMP12354,Email,Home loan balance transfer: Save up to ₹6L on interest!,Reminder,Book Appointment,Low,English,55,False,True,2024-09-07,2,A
CNT98011,CMP14615,Email,Exclusive: Your credit limit increased to ₹1L! Enjoy more shopping freedom.,Festive,Visit Branch,Low,English,75,False,True,2024-07-20,2,B
CNT98012,CMP19645,WhatsApp,Congratulations! You're pre-approved for multiple products. Check eligibility now!,Informational,Limited Time Offer,Low,Tamil,82,False,False,2025-11-29,2,A
CNT98013,CMP18665,SMS,Exclusive offer for our valued customers! 23% off on all products this festive season.,Personalized,Activate Now,Low,English,86,False,False,2024-12-29,1,A
CNT98014,CMP11720,WhatsApp,Banking made easy! Download our app for seamless transactions & exclusive offers.,Promotional,Book Appointment,Low,English,81,False,False,2023-08-17,5,C
CNT98015,CMP16630,Email,Congratulations! You're pre-approved for multiple products. Check eligibility now!,Urgent,Get Started,Low,Hindi,82,False,False,2024-12-20,5,Control
CNT98016,CMP11397,Email,Congratulations! You're pre-approved for multiple products. Check eligibility now!,Festive,Limited Time Offer,Low,English,82,False,False,2025-01-11,5,C
CNT98017,CMP10697,Push Notification,Your account review is pending. Visit nearest branch for premium benefits.,Reminder,Get Started,Low,English,74,False,False,2024-09-03,4,A
CNT98018,CMP19412,WhatsApp,Exclusive offer for our valued customers! 12% off on all products this festive season.,Promotional,Claim Offer,Low,English,86,False,False,2023-07-18,5,B
CNT98019,CMP18156,Call Center,Your account review is pending. Visit nearest branch for premium benefits.,Personalized,Visit Branch,Low,Hindi,74,False,False,2023-10-30,2,B
CNT98020,CMP18674,Push Notification,Exclusive offer for our valued customers! 9% off on all products this festive season.,Personalized,Get Started,Low,English,85,False,False,2025-01-21,4,C
CNT98021,CMP10884,Push Notification,Credit Card bill payment due? Convert to easy EMI at 0% interest for 3 months.,Reminder,Enroll Now,Low,English,78,False,False,2023-11-09,4,A
CNT98022,CMP18749,Email,Banking made easy! Download our app for seamless transactions & exclusive offers.,Promotional,Call Us,Low,Hindi,81,False,False,2025-05-12,4,Control
CNT98023,CMP14187,Push Notification,Exclusive offer for our valued customers! 17% off on all products this festive season.,Reminder,Apply Now,Low,English,86,False,False,2024-01-10,3,Control
CNT98024,CMP16067,Push Notification,Flash Sale! Get 11% cashback on all online purchases this weekend!,Educational,Apply Now,Low,Kannada,66,False,False,2024-12-21,1,A
CNT98025,CMP18117,WhatsApp,Your account review is pending. Visit nearest branch for premium benefits.,Reminder,Enroll Now,Low,Hindi,74,False,False,2024-03-14,3,Control
CNT98026,CMP17392,Push Notification,Exclusive offer for our valued customers! 10% off on all products this festive season.,Festive,Check Eligibility,Low,Tamil,86,False,False,2025-12-27,3,B
CNT98027,CMP15512,WhatsApp,Exclusive offer for our valued customers! 24% off on all products this festive season.,Reminder,Know More,Low,English,86,False,False,2026-01-23,4,Control
