feedback_id,campaign_id,feedback_text,sentiment,sentiment_score,issue_category,severity,feedback_source,feedback_date,resolution_status,response_time_hours,customer_segment,channel_of_campaign,repeat_complaint,escalation_required
FB39637,CMP13512,The app notification for bill payment reminder was helpful. Avoided late fee!,Positive,0.4,Appreciation,Low,Chatbot,2026-02-09,Resolved,130.0,Low-Balance Customers,SMS,False,False
FB39638,CMP12304,General inquiry about the campaign offer.,Neutral,0.09,General Inquiry,Low,Branch,2023-01-26,Resolved,158.0,Government Employees,Call Center,False,False
FB39639,CMP12077,Multiple calls from different executives for same product. Poor coordination!,Very Negative,-0.83,Technical Issues,Critical,Call Center,2023-12-03,Open,7.0,First-Time Borrowers,Email,False,True
FB39640,CMP17765,Your push notification timing is terrible. Getting messages at midnight!,Very Negative,-0.71,Unclear Terms,Medium,App Review,2025-10-17,Resolved,47.0,SMB Owners,WhatsApp,False,False
FB39641,CMP18672,Multiple calls from different executives for same product. Poor coordination!,Negative,-0.01,Spam/Excessive Messages,Medium,App Review,2024-10-25,Open,148.0,SMB Owners,WhatsApp,True,False
FB39642,CMP16817,Your push notification timing is terrible. Getting messages at midnight!,Very Negative,-0.99,Service Delay,Critical,Survey,2026-04-15,In Progress,23.0,Senior Citizens,Push Notification,False,True
FB39643,CMP16395,Keep getting duplicate messages on both SMS and WhatsApp. Very annoying!,Very Negative,-0.65,Unclear Terms,Critical,Survey,2026-04-05,In Progress,135.0,Salaried Gen-Z,Call Center,True,True
FB39644,CMP17005,General inquiry about the campaign offer.,Neutral,0.14,General Inquiry,Low,Email,2025-08-06,In Progress,43.0,Students,SMS,False,False
FB39645,CMP16389,Your WhatsApp banking is very convenient. Love the quick response!,Positive,0.38,Appreciation,Low,Branch,2024-01-24,In Progress,,Self-Employed,SMS,False,False
FB39646,CMP19625,General inquiry about the campaign offer.,Neutral,0.1,General Inquiry,Low,Branch,2025-05-07,Open,,High-Value Transactors,Email,False,False
FB39647,CMP16624,General inquiry about the campaign offer.,Neutral,0.19,General Inquiry,Low,Survey,2023-10-09,In Progress,154.0,Senior Citizens,WhatsApp,True,False
FB39648,CMP10341,General inquiry about the campaign offer.,Neutral,0.22,General Inquiry,Low,Chatbot,2024-07-21,Closed,,Women Professionals,Email,False,False
FB39649,CMP10927,General inquiry about the campaign offer.,Neutral,0.23,General Inquiry,Low,Call Center,2023-08-17,Escalated,40.0,Low-Balance Customers,Push Notification,False,False
FB39650,CMP12891,Credit limit mentioned in message doesn't match my actual approved limit.,Negative,-0.28,Hidden Charges,High,Survey,2025-04-01,Resolved,12.0,Salaried Gen-Z,WhatsApp,False,True
FB39651,CMP18220,Your app showed pre-approved loan but branch rejected. False advertising!,Very Negative,-0.82,Hidden Charges,High,App Review,2025-05-31,In Progress,90.0,Existing Loan Customers,Call Center,False,True
FB39652,CMP14555,Too many promotional SMS from your bank. Please stop sending these messages!,Very Negative,-0.64,Service Delay,Critical,App Review,2024-09-28,Resolved,69.0,First-Time Borrowers,SMS,False,True
FB39653,CMP13591,Email said exclusive offer but everyone got the same. Not really exclusive!,Negative,-0.21,Technical Issues,Low,Email,2024-01-23,In Progress,,First-Time Borrowers,SMS,False,False
FB39654,CMP10892,Your WhatsApp banking is very convenient. Love the quick response!,Positive,0.81,Appreciation,Low,Chatbot,2023-07-06,Escalated,6.0,High-Value Transactors,Email,True,False
FB39655,CMP17327,Your campaign mentioned free insurance but it had premium after first year.,Negative,-0.22,Unsubscribe Failed,Medium,Branch,2025-06-18,In Progress,66.0,Low-Balance Customers,WhatsApp,False,False
FB39656,CMP17873,I opted out of marketing communications but still getting WhatsApp promotions.,Negative,-0.08,Hidden Charges,Low,Branch,2025-05-19,Closed,112.0,Government Employees,Email,False,False
FB39657,CMP11033,Great offer on personal loan! Applied and got approval within hours. Impressed!,Positive,0.47,Appreciation,Low,App Review,2024-02-25,Closed,96.0,Premium Card Holders,Call Center,True,False
FB39658,CMP10604,Keep getting duplicate messages on both SMS and WhatsApp. Very annoying!,Very Negative,-0.66,Spam/Excessive Messages,High,Branch,2024-06-12,Open,13.0,Self-Employed,Push Notification,True,True
FB39659,CMP12064,Your push notification timing is terrible. Getting messages at midnight!,Negative,-0.25,Spam/Excessive Messages,Medium,Email,2023-11-04,Open,32.0,Healthcare Workers,SMS,False,False
FB39660,CMP12502,Your WhatsApp banking is very convenient. Love the quick response!,Positive,0.32,Appreciation,Low,Survey,2025-02-13,Open,,Students,Call Center,False,False
FB39661,CMP17400,General inquiry about the campaign offer.,Neutral,0.02,General Inquiry,Low,Branch,2024-09-10,Closed,13.0,Low-Balance Customers,SMS,True,False
FB39662,CMP17967,Your WhatsApp Business messages are too frequent. Considering blocking!,Negative,-0.15,Hidden Charges,Critical,Social Media,2023-04-22,Resolved,52.0,Self-Employed,Push Notification,False,True
FB39663,CMP19699,The EMI calculator in campaign shows different amount than actual EMI.,Negative,-0.12,Unsubscribe Failed,Low,Chatbot,2023-11-07,Open,,Mass Affluent,Call Center,True,False
FB39664,CMP16913,App crashed when I tried to avail the campaign offer. Losing trust!,Negative,-0.25,Hidden Charges,Medium,Survey,2024-03-22,Escalated,44.0,Government Employees,Call Center,False,False
FB39665,CMP19016,Your executive called me during office hours for loan offer. Very unprofessional!,Very Negative,-0.51,App Issues,High,Chatbot,2025-07-15,Open,58.0,Dormant Account Holders,WhatsApp,False,True
FB39666,CMP12733,General inquiry about the campaign offer.,Neutral,0.23,General Inquiry,Low,Email,2024-12-19,Open,38.0,HNI Customers,Call Center,False,False
FB39667,CMP13432,Your WhatsApp Business messages are too frequent. Considering blocking!,Very Negative,-0.79,Spam/Excessive Messages,High,Survey,2025-03-28,In Progress,9.0,Self-Employed,Push Notification,False,True
FB39668,CMP15235,Your campaign mentioned free insurance but it had premium after first year.,Negative,-0.02,Aggressive Sales,Medium,Call Center,2023-12-19,In Progress,,Salaried Millennials,Push Notification,True,False
FB39669,CMP14010,The offer expired but I still received promotional SMS for it. Waste of time!,Negative,-0.02,Unsubscribe Failed,High,Survey,2024-01-12,In Progress,142.0,Dormant Account Holders,SMS,False,True
FB39670,CMP12679,Received 5 promotional messages today alone. This is harassment!,Very Negative,-0.99,Privacy Concerns,Critical,App Review,2024-12-23,Resolved,,Salaried Gen-Z,Email,False,True
FB39671,CMP19934,The offer mentioned in SMS is not applicable to my account. Misleading information!,Very Negative,-0.42,Hidden Charges,Medium,Email,2023-09-24,In Progress,,Healthcare Workers,Push Notification,True,False
FB39672,CMP19755,The cashback promised in campaign never got credited. Follow up required.,Negative,-0.28,Wrong Customer Details,Medium,Email,2025-03-03,Escalated,163.0,Women Professionals,Push Notification,False,False
FB39673,CMP17280,The offer mentioned in SMS is not applicable to my account. Misleading information!,Negative,-0.01,Service Delay,High,Survey,2025-05-18,In Progress,,Salaried Gen-Z,WhatsApp,True,True
FB39674,CMP19047,General inquiry about the campaign offer.,Neutral,0.13,General Inquiry,Low,Social Media,2026-02-01,Closed,74.0,First-Time Borrowers,SMS,True,False
FB39675,CMP17670,I'm not interested in loans but keep getting loan offers. Wrong targeting!,Very Negative,-0.54,Unsubscribe Failed,Low,Survey,2023-12-21,Resolved,113.0,Existing Loan Customers,Call Center,True,False
FB39676,CMP14859,The interest rate in SMS was different from what your branch quoted. Cheating!,Negative,-0.21,Hidden Charges,Medium,Chatbot,2024-02-02,Resolved,143.0,IT Professionals,Email,False,False
FB39677,CMP13516,General inquiry about the campaign offer.,Neutral,0.06,General Inquiry,Low,Social Media,2025-09-03,Open,125.0,Government Employees,WhatsApp,True,False
FB39678,CMP19465,The special rate for existing customers was same as new customer rate. Disappointed!,Negative,-0.08,Wrong Customer Details,Medium,Chatbot,2023-03-27,Resolved,115.0,Premium Card Holders,SMS,True,False
FB39679,CMP14902,Your executive called me during office hours for loan offer. Very unprofessional!,Negative,-0.14,Irrelevant Offers,Medium,Social Media,2023-07-19,Closed,,Existing Loan Customers,Email,True,False
FB39680,CMP10665,The EMI calculator in campaign shows different amount than actual EMI.,Negative,-0.17,Wrong Customer Details,Medium,Social Media,2025-04-21,Escalated,64.0,Premium Card Holders,SMS,False,False
FB39681,CMP18339,Timely SMS about FD rate increase helped me invest at the right time. Thanks!,Positive,0.5,Appreciation,Low,App Review,2024-12-26,In Progress,46.0,High-Value Transactors,Push Notification,True,False
FB39682,CMP13668,General inquiry about the campaign offer.,Neutral,0.27,General Inquiry,Low,App Review,2025-06-22,Open,50.0,First-Time Borrowers,Call Center,True,False
FB39683,CMP17761,The festive offer on home loan saved me a lot on processing fees. Happy customer!,Positive,0.63,Appreciation,Low,Branch,2023-04-14,Open,,HNI Customers,Email,False,False
FB39684,CMP14318,The credit card offer was not as mentioned. Hidden charges everywhere!,Very Negative,-0.86,Technical Issues,High,Survey,2025-04-11,Open,101.0,SMB Owners,Call Center,False,True
FB39685,CMP18709,The cashback promised in campaign never got credited. Follow up required.,Negative,-0.26,App Issues,High,Branch,2024-10-01,Escalated,4.0,Government Employees,Push Notification,True,True
FB39686,CMP10431,Your app showed pre-approved loan but branch rejected. False advertising!,Negative,-0.23,Technical Issues,Medium,App Review,2023-10-30,Open,75.0,Senior Citizens,SMS,False,False
FB39687,CMP12867,General inquiry about the campaign offer.,Neutral,0.12,General Inquiry,Low,App Review,2025-09-25,In Progress,155.0,Salaried Millennials,Email,True,False
FB39688,CMP11579,Your push notification timing is terrible. Getting messages at midnight!,Negative,-0.2,Hidden Charges,High,Email,2024-06-20,Resolved,,NRI Customers,Push Notification,True,True
FB39689,CMP19803,Your campaign mentioned free insurance but it had premium after first year.,Very Negative,-0.58,Spam/Excessive Messages,High,Social Media,2026-02-01,Escalated,24.0,Healthcare Workers,SMS,True,True
FB39690,CMP19759,General inquiry about the campaign offer.,Neutral,0.14,General Inquiry,Low,Email,2024-06-15,Resolved,98.0,Salaried Millennials,Call Center,False,False
FB39691,CMP17233,The festive offer on home loan saved me a lot on processing fees. Happy customer!,Positive,0.8,Appreciation,Low,App Review,2023-12-31,Closed,80.0,Premium Card Holders,SMS,False,False
FB39692,CMP11075,Campaign said instant approval but waiting for 5 days now. False promise!,Negative,-0.08,Unsubscribe Failed,Medium,Email,2024-04-02,In Progress,130.0,Self-Employed,WhatsApp,False,False
FB39693,CMP13244,Loan processing fee was higher than mentioned in campaign. Please clarify!,Very Negative,-0.99,Service Delay,Critical,App Review,2023-06-13,Resolved,108.0,NRI Customers,Call Center,False,True
FB39694,CMP13646,Great offer on personal loan! Applied and got approval within hours. Impressed!,Positive,0.42,Appreciation,Low,Email,2023-08-27,In Progress,60.0,NRI Customers,SMS,False,False
FB39695,CMP13524,Your push notification timing is terrible. Getting messages at midnight!,Negative,-0.13,Privacy Concerns,High,Branch,2025-09-21,Escalated,146.0,Mass Affluent,WhatsApp,False,True
FB39696,CMP11174,I've already unsubscribed but still receiving marketing calls. Very frustrating!,Very Negative,-0.71,Spam/Excessive Messages,Low,App Review,2023-07-02,Escalated,59.0,Dormant Account Holders,Push Notification,False,False
FB39697,CMP16943,The EMI calculator in campaign shows different amount than actual EMI.,Negative,-0.26,Irrelevant Offers,Medium,Email,2025-09-10,Escalated,38.0,Retired Professionals,Email,False,False
FB39698,CMP10531,General inquiry about the campaign offer.,Neutral,0.0,General Inquiry,Low,Social Media,2023-04-06,Resolved,105.0,SMB Owners,WhatsApp,False,False
FB39699,CMP13373,The special rate for existing customers was same as new customer rate. Disappointed!,Negative,-0.21,Duplicate Messages,High,App Review,2025-02-25,Escalated,77.0,Low-Balance Customers,Email,True,True
FB39700,CMP17074,Keep getting duplicate messages on both SMS and WhatsApp. Very annoying!,Negative,-0.0,App Issues,Medium,Survey,2023-03-03,Resolved,3.0,HNI Customers,SMS,True,False
FB39701,CMP12978,Credit limit mentioned in message doesn't match my actual approved limit.,Negative,-0.04,App Issues,Low,App Review,2023-12-16,Resolved,108.0,Mass Affluent,WhatsApp,False,False
FB39702,CMP14448,Keep getting duplicate messages on both SMS and WhatsApp. Very annoying!,Negative,-0.18,Aggressive Sales,Medium,Chatbot,2025-03-09,Resolved,60.0,HNI Customers,Push Notification,False,False
FB39703,CMP19555,Email said exclusive offer but everyone got the same. Not really exclusive!,Negative,-0.02,Technical Issues,Critical,Email,2023-11-05,Closed,33.0,Dormant Account Holders,Call Center,True,True
FB39704,CMP19254,I've already unsubscribed but still receiving marketing calls. Very frustrating!,Negative,-0.07,Spam/Excessive Messages,High,Branch,2023-05-29,Closed,166.0,Mass Affluent,SMS,False,True
FB39705,CMP17150,Too many promotional SMS from your bank. Please stop sending these messages!,Negative,-0.24,Service Delay,Low,Email,2023-03-01,Closed,161.0,Existing Loan Customers,Call Center,True,False
FB39706,CMP11119,Your app showed pre-approved loan but branch rejected. False advertising!,Very Negative,-0.69,Poor Timing,High,Branch,2025-11-10,Escalated,165.0,Existing Loan Customers,Email,False,True
FB39707,CMP18984,Your push notification timing is terrible. Getting messages at midnight!,Negative,-0.21,App Issues,High,App Review,2025-04-12,Escalated,,First-Time Borrowers,Email,False,True
FB39708,CMP11991,Your executive called me during office hours for loan offer. Very unprofessional!,Negative,-0.01,Duplicate Messages,Low,Branch,2024-09-16,Resolved,44.0,Dormant Account Holders,SMS,False,False
FB39709,CMP11226,Received personalized offer matching my needs. Good targeting!,Positive,0.31,Appreciation,Low,Survey,2025-01-16,Closed,2.0,Low-Balance Customers,Push Notification,False,False
FB39710,CMP15556,I've already unsubscribed but still receiving marketing calls. Very frustrating!,Negative,-0.29,Service Delay,Medium,Call Center,2025-09-29,Closed,87.0,First-Time Borrowers,SMS,True,False
FB39711,CMP12979,The cashback promised in campaign never got credited. Follow up required.,Negative,-0.15,Unclear Terms,High,Email,2024-09-27,In Progress,148.0,Women Professionals,Call Center,True,True
FB39712,CMP15764,Credit limit mentioned in message doesn't match my actual approved limit.,Very Negative,-0.3,Spam/Excessive Messages,High,App Review,2024-01-04,In Progress,,IT Professionals,SMS,True,True
FB39713,CMP11301,Keep getting duplicate messages on both SMS and WhatsApp. Very annoying!,Negative,-0.2,Technical Issues,Medium,Branch,2024-02-04,In Progress,90.0,Premium Card Holders,WhatsApp,True,False
FB39714,CMP14703,The app notification for bill payment reminder was helpful. Avoided late fee!,Positive,0.44,Appreciation,Low,Chatbot,2025-05-24,Closed,,NRI Customers,Email,True,False
FB39715,CMP10153,The cashback promised in campaign never got credited. Follow up required.,Negative,-0.19,Unclear Terms,High,Email,2024-03-23,Resolved,141.0,HNI Customers,WhatsApp,True,True
FB39716,CMP19806,The special rate for existing customers was same as new customer rate. Disappointed!,Negative,-0.26,App Issues,Medium,Call Center,2023-04-21,Closed,100.0,First-Time Borrowers,Push Notification,False,False
FB39717,CMP18394,Loan processing fee was higher than mentioned in campaign. Please clarify!,Negative,-0.01,Spam/Excessive Messages,High,Chatbot,2023-04-17,Resolved,108.0,Self-Employed,SMS,False,True
FB39718,CMP12852,The app notification for bill payment reminder was helpful. Avoided late fee!,Positive,0.57,Appreciation,Low,Call Center,2023-06-21,In Progress,100.0,Mass Affluent,Email,False,False
FB39719,CMP11921,Received 5 promotional messages today alone. This is harassment!,Negative,-0.24,Hidden Charges,Medium,Branch,2024-10-03,In Progress,,High-Value Transactors,Call Center,True,False
FB39720,CMP17724,Too many promotional SMS from your bank. Please stop sending these messages!,Very Negative,-0.81,Duplicate Messages,High,Call Center,2025-07-12,Resolved,15.0,High-Value Transactors,Email,False,True
FB39721,CMP17312,Keep getting duplicate messages on both SMS and WhatsApp. Very annoying!,Very Negative,-0.33,Spam/Excessive Messages,High,Chatbot,2023-06-10,Open,31.0,Senior Citizens,Email,False,True
FB39722,CMP16453,General inquiry about the campaign offer.,Neutral,0.24,General Inquiry,Low,Email,2025-11-24,Escalated,72.0,Mass Affluent,Push Notification,True,False
FB39723,CMP11030,Your executive called me during office hours for loan offer. Very unprofessional!,Negative,-0.3,Unsubscribe Failed,Medium,Chatbot,2023-12-09,Escalated,104.0,IT Professionals,WhatsApp,False,False
FB39724,CMP14570,The EMI calculator in campaign shows different amount than actual EMI.,Negative,-0.27,Poor Timing,Medium,Email,2024-04-20,In Progress,143.0,Senior Citizens,Push Notification,False,False
FB39725,CMP10244,The credit card offer was not as mentioned. Hidden charges everywhere!,Very Negative,-0.55,Hidden Charges,Critical,Chatbot,2023-04-13,Open,,Low-Balance Customers,WhatsApp,True,True
FB39726,CMP17586,I'm not interested in loans but keep getting loan offers. Wrong targeting!,Negative,-0.23,App Issues,Critical,Chatbot,2025-02-20,Closed,157.0,IT Professionals,WhatsApp,True,True
FB39727,CMP18901,Your push notification timing is terrible. Getting messages at midnight!,Very Negative,-0.47,Unsubscribe Failed,Low,Email,2023-04-24,Open,77.0,Existing Loan Customers,Email,True,False
FB39728,CMP16709,The EMI calculator in campaign shows different amount than actual EMI.,Negative,-0.28,Hidden Charges,Medium,Social Media,2023-03-29,Escalated,44.0,HNI Customers,Call Center,False,False
FB39729,CMP11746,Your executive called me during office hours for loan offer. Very unprofessional!,Very Negative,-0.87,Unclear Terms,Critical,Email,2024-12-20,In Progress,86.0,Dormant Account Holders,SMS,True,True
FB39730,CMP19959,Too many promotional SMS from your bank. Please stop sending these messages!,Negative,-0.02,Service Delay,Medium,App Review,2023-04-24,Closed,114.0,Mass Affluent,Call Center,False,False
FB39731,CMP19804,Promotional message language was different from my preference. Update records!,Negative,-0.29,Privacy Concerns,High,Branch,2024-10-28,Resolved,66.0,Salaried Millennials,SMS,False,True
FB39732,CMP19873,Keep getting duplicate messages on both SMS and WhatsApp. Very annoying!,Very Negative,-0.45,Irrelevant Offers,Critical,Branch,2026-01-25,Resolved,37.0,Healthcare Workers,WhatsApp,False,True
FB39733,CMP19703,General inquiry about the campaign offer.,Neutral,0.11,General Inquiry,Low,Survey,2025-10-27,Escalated,155.0,Senior Citizens,Push Notification,False,False
FB39734,CMP15328,Too many promotional SMS from your bank. Please stop sending these messages!,Negative,-0.24,Technical Issues,Low,Survey,2026-02-13,In Progress,72.0,High-Value Transactors,SMS,True,False
FB39735,CMP18746,Your executive called me during office hours for loan offer. Very unprofessional!,Negative,-0.13,Poor Timing,High,Chatbot,2023-08-04,Resolved,37.0,High-Value Transactors,Push Notification,False,True
FB39736,CMP19267,The festive offer on home loan saved me a lot on processing fees. Happy customer!,Positive,0.95,Appreciation,Low,Social Media,2023-01-02,Closed,17.0,Senior Citizens,Push Notification,False,False
FB39737,CMP19701,General inquiry about the campaign offer.,Neutral,0.19,General Inquiry,Low,Social Media,2025-06-10,Resolved,,Self-Employed,Email,True,False
FB39738,CMP12448,Your WhatsApp banking is very convenient. Love the quick response!,Positive,0.65,Appreciation,Low,Call Center,2024-05-31,Open,133.0,First-Time Borrowers,Email,False,False
FB39739,CMP11817,Timely SMS about FD rate increase helped me invest at the right time. Thanks!,Positive,0.46,Appreciation,Low,Call Center,2024-10-02,Open,130.0,Senior Citizens,Push Notification,False,False
FB39740,CMP17631,The EMI calculator in campaign shows different amount than actual EMI.,Negative,-0.25,Aggressive Sales,Critical,Branch,2023-02-07,Escalated,11.0,SMB Owners,Email,True,True
FB39741,CMP18627,The offer expired but I still received promotional SMS for it. Waste of time!,Negative,-0.22,Technical Issues,Medium,Social Media,2023-05-16,Resolved,99.0,Students,Call Center,False,False
FB39742,CMP18369,General inquiry about the campaign offer.,Neutral,0.26,General Inquiry,Low,Survey,2026-01-18,Resolved,56.0,High-Value Transactors,SMS,False,False
FB39743,CMP18010,Campaign said instant approval but waiting for 5 days now. False promise!,Negative,-0.26,Technical Issues,Medium,App Review,2024-06-20,In Progress,31.0,Dormant Account Holders,Call Center,True,False
FB39744,CMP18782,Credit limit mentioned in message doesn't match my actual approved limit.,Negative,-0.14,Unclear Terms,High,Chatbot,2025-12-08,Escalated,10.0,Government Employees,Push Notification,False,True
FB39745,CMP15555,Campaign said instant approval but waiting for 5 days now. False promise!,Very Negative,-0.31,Misleading Information,Critical,Call Center,2024-12-11,Open,122.0,High-Value Transactors,Push Notification,True,True
FB39746,CMP12210,Your push notification timing is terrible. Getting messages at midnight!,Negative,-0.16,Unclear Terms,Critical,Call Center,2024-11-10,Escalated,158.0,High-Value Transactors,Call Center,True,True
FB39747,CMP15766,The special rate for existing customers was same as new customer rate. Disappointed!,Negative,-0.14,Technical Issues,Low,Chatbot,2023-08-23,Open,10.0,Women Professionals,Push Notification,False,False
FB39748,CMP14457,The special rate for existing customers was same as new customer rate. Disappointed!,Negative,-0.24,Aggressive Sales,High,Call Center,2023-07-20,Resolved,,Premium Card Holders,WhatsApp,False,True
FB39749,CMP19710,Too many promotional SMS from your bank. Please stop sending these messages!,Very Negative,-0.96,Unsubscribe Failed,Critical,Chatbot,2023-05-15,Closed,108.0,Low-Balance Customers,SMS,False,True
FB39750,CMP18971,Your WhatsApp Business messages are too frequent. Considering blocking!,Very Negative,-0.5,Irrelevant Offers,Low,Social Media,2023-06-05,Escalated,153.0,First-Time Borrowers,Email,False,False
FB39751,CMP11025,Your executive called me during office hours for loan offer. Very unprofessional!,Negative,-0.01,Service Delay,Medium,Social Media,2025-12-29,Closed,34.0,NRI Customers,Email,True,False
FB39752,CMP12704,Promotional message language was different from my preference. Update records!,Very Negative,-0.51,Aggressive Sales,High,Social Media,2025-03-31,Resolved,19.0,Premium Card Holders,Push Notification,False,True
FB39753,CMP12228,Your WhatsApp Business messages are too frequent. Considering blocking!,Very Negative,-0.87,Service Delay,High,Call Center,2023-04-06,Escalated,120.0,IT Professionals,Push Notification,False,True
FB39754,CMP15902,Too many promotional SMS from your bank. Please stop sending these messages!,Very Negative,-0.55,Technical Issues,High,Call Center,2024-05-24,Escalated,,High-Value Transactors,SMS,False,True
FB39755,CMP11440,General inquiry about the campaign offer.,Neutral,0.1,General Inquiry,Low,Email,2023-06-17,Resolved,,Salaried Gen-Z,Push Notification,False,False
FB39756,CMP15393,Keep getting duplicate messages on both SMS and WhatsApp. Very annoying!,Negative,-0.29,Wrong Customer Details,Medium,Email,2025-10-27,Escalated,,Salaried Gen-Z,SMS,True,False
FB39757,CMP11643,General inquiry about the campaign offer.,Neutral,0.09,General Inquiry,Low,Branch,2025-03-11,Resolved,48.0,SMB Owners,WhatsApp,False,False
FB39758,CMP12830,Too many promotional SMS from your bank. Please stop sending these messages!,Very Negative,-0.91,Irrelevant Offers,Medium,Call Center,2023-09-23,Closed,103.0,Healthcare Workers,Call Center,False,False
FB39759,CMP18848,App crashed when I tried to avail the campaign offer. Losing trust!,Very Negative,-0.45,Spam/Excessive Messages,High,Branch,2025-11-19,Escalated,85.0,NRI Customers,Email,True,True
FB39760,CMP11775,Promotional message language was different from my preference. Update records!,Negative,-0.08,Aggressive Sales,High,Branch,2025-04-12,In Progress,158.0,Existing Loan Customers,WhatsApp,False,True
FB39761,CMP14531,App crashed when I tried to avail the campaign offer. Losing trust!,Very Negative,-0.39,App Issues,Medium,Branch,2024-11-21,Closed,,Women Professionals,Call Center,True,False
FB39762,CMP17851,Campaign offer was exactly as mentioned. No hidden charges. Trustworthy!,Positive,0.88,Appreciation,Low,Chatbot,2024-04-04,Closed,49.0,SMB Owners,Call Center,False,False
FB39763,CMP16746,Promotional message language was different from my preference. Update records!,Negative,-0.2,App Issues,Low,Email,2023-08-12,Open,41.0,Existing Loan Customers,SMS,False,False
FB39764,CMP19029,The festive offer on home loan saved me a lot on processing fees. Happy customer!,Positive,0.71,Appreciation,Low,Chatbot,2023-10-29,In Progress,14.0,SMB Owners,WhatsApp,True,False
FB39765,CMP11569,The app notification for bill payment reminder was helpful. Avoided late fee!,Positive,0.41,Appreciation,Low,Chatbot,2023-02-07,Closed,156.0,Mass Affluent,Email,False,False
FB39766,CMP19527,General inquiry about the campaign offer.,Neutral,0.02,General Inquiry,Low,Email,2025-01-21,In Progress,12.0,Senior Citizens,Call Center,False,False
FB39767,CMP12807,Your push notification timing is terrible. Getting messages at midnight!,Negative,-0.03,Misleading Information,High,Email,2023-11-24,Open,,Premium Card Holders,WhatsApp,True,True
FB39768,CMP14353,Credit limit mentioned in message doesn't match my actual approved limit.,Very Negative,-0.71,Technical Issues,High,App Review,2023-10-06,Resolved,,Premium Card Holders,Email,False,True
FB39769,CMP11841,The credit card offer was not as mentioned. Hidden charges everywhere!,Negative,-0.01,Poor Timing,High,Social Media,2023-01-08,Closed,85.0,Women Professionals,Push Notification,False,True
FB39770,CMP19018,Your campaign mentioned free insurance but it had premium after first year.,Very Negative,-0.59,Duplicate Messages,Critical,App Review,2023-06-18,Closed,124.0,Students,WhatsApp,False,True
FB39771,CMP17383,General inquiry about the campaign offer.,Neutral,0.28,General Inquiry,Low,App Review,2024-04-16,Closed,,First-Time Borrowers,SMS,False,False
FB39772,CMP10731,General inquiry about the campaign offer.,Neutral,0.24,General Inquiry,Low,Email,2024-11-01,Resolved,,NRI Customers,SMS,True,False
FB39773,CMP13577,Campaign said instant approval but waiting for 5 days now. False promise!,Negative,-0.16,Technical Issues,High,Chatbot,2025-10-06,Open,29.0,Dormant Account Holders,SMS,False,True
FB39774,CMP17712,The special rate for existing customers was same as new customer rate. Disappointed!,Negative,-0.15,App Issues,Medium,Survey,2024-05-20,Resolved,55.0,Mass Affluent,Push Notification,True,False
FB39775,CMP12735,Your campaign mentioned free insurance but it had premium after first year.,Negative,-0.03,Technical Issues,Low,Social Media,2023-08-18,In Progress,93.0,HNI Customers,Push Notification,False,False
FB39776,CMP19101,Your campaign mentioned free insurance but it had premium after first year.,Negative,-0.07,Technical Issues,Low,Email,2024-10-20,Open,146.0,Healthcare Workers,Call Center,False,False
FB39777,CMP15574,General inquiry about the campaign offer.,Neutral,0.03,General Inquiry,Low,Branch,2023-04-01,Escalated,96.0,SMB Owners,Call Center,False,False
FB39778,CMP15446,Your push notification timing is terrible. Getting messages at midnight!,Very Negative,-0.94,Spam/Excessive Messages,High,Social Media,2025-05-09,Escalated,47.0,Senior Citizens,SMS,False,True
FB39779,CMP14166,Timely SMS about FD rate increase helped me invest at the right time. Thanks!,Positive,0.91,Appreciation,Low,Social Media,2023-02-05,Open,16.0,Students,SMS,False,False
FB39780,CMP12881,The credit card offer was not as mentioned. Hidden charges everywhere!,Negative,-0.27,Poor Timing,Critical,Chatbot,2024-04-27,Open,,Healthcare Workers,SMS,False,True
FB39781,CMP18730,Your push notification timing is terrible. Getting messages at midnight!,Very Negative,-0.98,Misleading Information,Low,Chatbot,2023-07-21,Closed,129.0,Salaried Gen-Z,Email,False,False
FB39782,CMP14692,The cashback promised in campaign never got credited. Follow up required.,Negative,-0.09,Unsubscribe Failed,Medium,App Review,2025-03-08,In Progress,28.0,High-Value Transactors,WhatsApp,True,False
FB39783,CMP17876,Keep getting duplicate messages on both SMS and WhatsApp. Very annoying!,Negative,-0.25,Service Delay,High,Branch,2024-08-05,Escalated,105.0,Mass Affluent,Email,True,True
FB39784,CMP15168,I opted out of marketing communications but still getting WhatsApp promotions.,Negative,-0.22,Misleading Information,Medium,Call Center,2024-07-28,Open,94.0,HNI Customers,Push Notification,False,False
FB39785,CMP19302,Email said exclusive offer but everyone got the same. Not really exclusive!,Negative,-0.14,Misleading Information,High,Email,2023-12-01,Open,85.0,First-Time Borrowers,Call Center,False,True
FB39786,CMP18459,Email said exclusive offer but everyone got the same. Not really exclusive!,Very Negative,-0.52,Irrelevant Offers,Low,Survey,2024-08-03,Open,90.0,High-Value Transactors,SMS,True,False
FB39787,CMP12597,Campaign said instant approval but waiting for 5 days now. False promise!,Negative,-0.18,Irrelevant Offers,Medium,Chatbot,2024-10-31,Closed,19.0,HNI Customers,Call Center,False,False
FB39788,CMP13814,Email said exclusive offer but everyone got the same. Not really exclusive!,Negative,-0.01,Irrelevant Offers,High,Social Media,2023-02-12,Resolved,,HNI Customers,Call Center,False,True
